Type,File Path,File Name,Extension,Date Created,File Size (Bytes),Symbol Name,Symbol Size (Bytes),Symbol Size
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDownloadDirMessage@cefexchange@@VSetDownloadDir@protobuf@2@$1?SetDownloadDirFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDownloadDirMessage@cefexchange@@VSetDownloadDir@protobuf@2@$1?SetDownloadDirFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDownloadMessage@cefexchange@@VSetDownload@protobuf@2@$1?SetDownloadFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDownloadMessage@cefexchange@@VSetDownload@protobuf@2@$1?SetDownloadFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDragDropMessage@cefexchange@@VSetDragDrop@protobuf@2@$1?SetDragDropFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetDragDropMessage@cefexchange@@VSetDragDrop@protobuf@2@$1?SetDragDropFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetIconMessage@cefexchange@@VSetIcon@protobuf@2@$1?SetIconFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetIconMessage@cefexchange@@VSetIcon@protobuf@2@$1?SetIconFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetOnTopMessage@cefexchange@@VSetOnTop@protobuf@2@$1?SetOnTopFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetOnTopMessage@cefexchange@@VSetOnTop@protobuf@2@$1?SetOnTopFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetPositionFromJavascriptMessage@cefexchange@@VSetPositionFromJavascript@protobuf@2@$1?SetPositionFromJavascriptFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetPositionFromJavascriptMessage@cefexchange@@VSetPositionFromJavascript@protobuf@2@$1?SetPositionFromJavascriptFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetPositionMessage@cefexchange@@VSetPosition@protobuf@2@$1?SetPositionFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetPositionMessage@cefexchange@@VSetPosition@protobuf@2@$1?SetPositionFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetSizeMessage@cefexchange@@VSetSize@protobuf@2@$1?SetSizeFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetSizeMessage@cefexchange@@VSetSize@protobuf@2@$1?SetSizeFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@XZ,,96
PE,C:\Users\b135c\OneDrive\Desktop\MY-MESS\masters\spring\EE699\test\cefexchangeprotocol.dll,cefexchangeprotocol.dll,.dll,2024-02-14 16:06:40,820736,??0?$CEFControlMessageSerializer@VSetTitleMessage@cefexchange@@VSetTitle@protobuf@2@$1?SetTitleFrameName@controlMessages@@3QBDB@cefexchange@@QEAA@AEBV01@@Z,,48
